filepath,target
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_5.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_50.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_51.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_54.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_55.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_56.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_58.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_59.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_60.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_61.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_64.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_65.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_66.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_67.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_68.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_69.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_70.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_71.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_72.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_75.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_76.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_77.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_78.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_79.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_8.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_80.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_83.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_87.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_88.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_89.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_9.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_90.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_91.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_92.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_93.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_94.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_95.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_96.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S21~Z1.png_99.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_1.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_10.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_100.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_11.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_15.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_16.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_2.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_20.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_21.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_23.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_29.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_30.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_31.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_33.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_34.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_35.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_37.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_39.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_4.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_40.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_42.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_46.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_47.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_49.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_5.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_50.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_52.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_53.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_56.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_57.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_59.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_60.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_65.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_66.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_69.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_70.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_71.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_78.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_79.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_80.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_83.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_84.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_85.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_86.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_87.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_88.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_89.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_90.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_93.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_94.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_95.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_96.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_97.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_98.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S22~Z1.png_99.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_1.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_10.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_11.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_12.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_13.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_15.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_2.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_20.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_22.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_23.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_25.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_27.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_3.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_32.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_33.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_36.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_37.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_38.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_4.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_40.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_46.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_47.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_50.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_56.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_61.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_62.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_63.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_64.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_67.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_68.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_72.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_73.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_74.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_75.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_76.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_77.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_78.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_82.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_83.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_84.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_85.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_86.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_87.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_88.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_92.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_93.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_94.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_95.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_96.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_97.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S23~Z1.png_98.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_1.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_10.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_100.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_11.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_13.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_16.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_18.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_19.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_20.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_21.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_23.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_24.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_26.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_28.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_29.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_31.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_33.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_34.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_37.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_38.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_41.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_44.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_50.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_51.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_57.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_58.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_59.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_60.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_61.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_62.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_63.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_64.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_65.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_66.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_67.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_68.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_69.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_70.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_71.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_72.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_73.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_74.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_75.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_76.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_77.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_78.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_79.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_8.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_80.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_81.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_82.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_83.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_84.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_85.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_86.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_87.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_88.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_89.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_9.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_90.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_91.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_92.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_93.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_94.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_95.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_96.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_97.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_98.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S25~Z1.png_99.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_1.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_10.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_100.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_11.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_12.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_13.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_14.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_15.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_16.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_17.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_19.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_2.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_20.png,0
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_21.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_22.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_23.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_24.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_25.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_26.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_27.png,1
I:\ML-for-PSC-differentiation\stage_II\data\Train_crop\Brightfield\CD02-2_S26~Z1.png_3.png,1
